full_name,automotive,color,job,address,coordinates,date_time,full_company_name,km_per_litre
Stacy Jones,58-4354Y,Aquamarine,Cartographer,New Vanessabury,"(Decimal('77.5272665'), Decimal('-96.866845'))",2008-12-20 12:05:52.451125,"Richards, Brown and Mitchell",23
Mark Hubbard,958 GUQ,PaleGoldenRod,Logistics and distribution manager,Robinside,"(Decimal('-2.476865'), Decimal('139.099733'))",2004-01-31 06:25:00.680580,Johnston-Hess,42
Justin Griffin,0E 69875,BurlyWood,Industrial buyer,Jeffreyshire,"(Decimal('-31.5203795'), Decimal('-94.011282'))",2023-04-18 11:25:14.038074,Wright-Sanchez,23
Brian Morris,6M 52714,LavenderBlush,"Scientist, research (physical sciences)",East Michellestad,"(Decimal('0.4514455'), Decimal('19.142339'))",2020-06-02 10:34:14.510072,Wallace PLC,0
Matthew Oneal,GQ3 G4F,GhostWhite,Artist,Porterfurt,"(Decimal('23.8079095'), Decimal('-142.772652'))",1996-04-27 00:18:15.032369,Soto Group,40
,92W 9333,OrangeRed,Hotel manager,South James,"(Decimal('-67.4498435'), Decimal('72.209952'))",2024-10-08 08:19:03.591639,"Foster, Luna and Hall",24
Stephen Gardner,37-93441,MediumBlue,Agricultural consultant,Lake Joseph,"(Decimal('-58.327071'), Decimal('47.979969'))",2011-01-21 19:08:24.417871,"Gutierrez, Flores and Hardy",34
Krista Nichols,19JK210,Orchid,Archaeologist,West Desiree,"(Decimal('0.6404915'), Decimal('-82.585884'))",1999-12-29 17:02:04.028625,Mathis-Perry,29
Tammy Baker,9-53931,DeepPink,Child psychotherapist,Mallorytown,"(Decimal('-14.2865145'), Decimal('162.461740'))",2020-12-13 05:16:37.137130,Cook-Flores,39
Kimberly Sellers,01N•203,PeachPuff,Special effects artist,West Jeremiah,"(Decimal('-39.527808'), Decimal('48.216027'))",2003-10-13 18:06:12.880863,Brown Ltd,14
Danielle Shaw,KRI-1536,HoneyDew,Animal nutritionist,Port Michael,"(Decimal('47.862527'), Decimal('-9.354856'))",2011-03-08 07:16:19.996207,Thomas LLC,17
William Khan,375-CYI,Bisque,Site engineer,Lake Thomasville,"(Decimal('74.247085'), Decimal('39.575509'))",2002-09-25 15:56:03.306493,Roth-Guerrero,25
Martha Owens,6MN11,BurlyWood,Volunteer coordinator,West Timothyville,"(Decimal('-27.3966425'), Decimal('72.514426'))",2016-08-06 12:47:41.842254,Brown-Hoffman,19
Margaret Woods,4GX 577,LemonChiffon,IT trainer,Acostastad,"(Decimal('5.7636575'), Decimal('-37.119210'))",2000-06-10 09:26:34.159025,Smith-Harris,31
Mr. Richard Fleming,417 6FR,Yellow,Museum/gallery curator,Christineland,"(Decimal('21.702017'), Decimal('-112.598552'))",2018-09-20 09:39:35.714678,"Nguyen, Ferguson and Nguyen",31
Rhonda Snyder,8RK 497,LawnGreen,Hospital pharmacist,Vaughnport,"(Decimal('-14.606963'), Decimal('-139.865147'))",2015-04-17 05:38:46.455612,"French, Crawford and Murphy",29
Nicole Fields,LBD9472,MediumSpringGreen,"Geneticist, molecular",Port Isabelfort,"(Decimal('43.967575'), Decimal('126.053942'))",2023-05-28 20:14:44.462017,Brooks Group,35
Alexander Fox,7434 EU,Beige,Museum/gallery conservator,Phillipton,"(Decimal('45.5172665'), Decimal('74.513400'))",2018-06-22 21:20:33.914584,Gregory Group,61
Alicia Hall,604 JQS,Turquoise,"Optician, dispensing",West Melissaville,"(Decimal('61.587860'), Decimal('139.910193'))",2007-12-27 05:58:32.770554,Greene and Sons,35
Kimberly Cruz,477 SMA,SlateBlue,"Engineer, manufacturing systems",Port Sheena,"(Decimal('-54.520636'), Decimal('-8.511109'))",2005-04-22 23:13:38.577392,"Hernandez, Taylor and Strong",15
Patty Gay,VRZ 695,DarkSeaGreen,Chiropractor,South Alan,"(Decimal('-69.181333'), Decimal('-104.835462'))",2013-09-05 15:45:18.517035,"Everett, Johnson and Edwards",20
Katie Horn,ZLY 423,MintCream,Archaeologist,Newmanside,"(Decimal('-77.699232'), Decimal('-178.505586'))",1995-07-26 10:51:00.330616,Leonard LLC,15
April Stone MD,103-122,Gold,"Doctor, general practice",North Teresaton,"(Decimal('-64.1808085'), Decimal('144.775367'))",2011-01-13 19:43:55.760727,Ferguson Ltd,13
Todd Austin,83O 8799,DarkKhaki,Counselling psychologist,East Laura,"(Decimal('50.562333'), Decimal('71.182258'))",1996-08-17 09:27:39.309152,"Dawson, Campbell and Hunt",23
Brandi Wilson,540 5CO,PowderBlue,Tour manager,Kimberlyton,"(Decimal('-49.3872495'), Decimal('-161.851670'))",2005-11-23 18:30:21.654906,"Martin, Taylor and Hogan",43
Patricia Hunt,3K 8869Y,Peru,Personnel officer,New Amy,"(Decimal('-67.9971185'), Decimal('117.512162'))",2021-04-13 21:23:02.842741,Boone-Rodriguez,0
Caroline Hudson,ZVC 426,Linen,Electronics engineer,Lake Courtneymouth,"(Decimal('17.592882'), Decimal('-154.106996'))",2023-12-19 02:54:23.612395,Cooper-Frank,29
Melanie Riddle,109 WXA,SlateBlue,"Designer, graphic",Madelineburgh,"(Decimal('-53.2999485'), Decimal('60.404568'))",2024-09-03 18:41:00.785012,"Anderson, Fleming and Terry",36
David Nelson,85N•797,DeepSkyBlue,Recycling officer,Stewartburgh,"(Decimal('29.072891'), Decimal('91.510091'))",2021-03-31 00:18:03.503582,"Martin, Williamson and Frey",36
Frank Hendricks,608B,SeaShell,Retail buyer,New Erinhaven,"(Decimal('57.407715'), Decimal('-29.281015'))",1997-01-19 23:19:28.643702,"Brown, Adams and Dixon",42
Linda Smith,70W L52,MediumSeaGreen,Naval architect,Ramirezfort,"(Decimal('46.800233'), Decimal('-36.976751'))",2001-08-24 15:39:57.785322,"Ortiz, Williams and Peterson",31
Ivan Munoz,8PR 359,LightSteelBlue,"Engineer, energy",South Deborahville,"(Decimal('-51.8887655'), Decimal('124.546888'))",2002-03-10 10:13:11.157520,Willis PLC,20
Dana Barnett,644O9,Magenta,Publishing copy,Lake Leechester,"(Decimal('-77.8843075'), Decimal('-167.508661'))",1996-02-13 19:31:47.570138,Rush and Sons,18
Jennifer Vasquez,6U447,FireBrick,Careers information officer,South Kaitlynfurt,"(Decimal('-80.4193845'), Decimal('158.030484'))",2015-11-01 13:40:56.332597,"Ho, Schneider and Rowland",42
Darrell Hernandez,3Y F4005,Orange,Statistician,West Derekbury,"(Decimal('21.418729'), Decimal('147.697164'))",2005-04-27 23:10:29.671544,"Mckenzie, Marquez and Fisher",38
Tammy Franco,791-GBU,Thistle,"Development worker, community",Josephmouth,"(Decimal('-53.3966325'), Decimal('26.227699'))",2023-09-14 23:55:08.109345,"Stevens, Hill and Newman",14
Arthur Velazquez,2437 OM,Silver,"Scientist, water quality",New Christopherborough,"(Decimal('-27.5326665'), Decimal('-23.043312'))",2019-06-29 10:27:24.688120,"Roberts, Petty and Bishop",13
Derrick Campbell,RYI6108,LightSalmon,Financial adviser,Fosterside,"(Decimal('-13.539446'), Decimal('9.543778'))",2011-02-14 20:39:27.144852,"Woods, Mack and Frank",36
Ryan Chapman,LCA 315,OliveDrab,Technical brewer,Port Amandaland,"(Decimal('35.388273'), Decimal('-0.406978'))",2017-05-13 01:45:24.578595,Garcia LLC,17
Jeffery Clay,489 6YK,DodgerBlue,Printmaker,Williamsland,"(Decimal('32.5216495'), Decimal('-120.410875'))",2001-03-15 01:36:41.148460,"Fisher, Nichols and Fernandez",24
Mr. Steven Mendoza II,VHO-529,OliveDrab,Retail manager,Patrickton,"(Decimal('-32.6334065'), Decimal('55.575276'))",2005-12-02 02:00:16.474333,"Nash, Houston and Kennedy",19
,440 NX6,DarkGray,"Pharmacist, community",Hillview,"(Decimal('-13.6634215'), Decimal('-130.229233'))",2006-02-03 15:51:33.751957,Jackson-Mack,13
Jennifer Anderson,SWN-3024,Coral,"Surveyor, hydrographic",West Jennifer,"(Decimal('-18.732494'), Decimal('111.277529'))",2007-04-14 20:53:31.373479,Gonzalez-Peterson,24
Mr. Richard Norton,228-PTH,LightGreen,Psychotherapist,East Christianshire,"(Decimal('-1.142772'), Decimal('56.322863'))",2016-03-20 13:01:36.237014,"Powell, Sutton and Ross",33
Andrew Perry,TN3 2821,Plum,"Teacher, music",Zacharymouth,"(Decimal('38.098306'), Decimal('126.643824'))",2018-04-07 20:11:07.216257,Cruz Inc,20
Matthew Wright,525 0TC,MediumPurple,"Psychologist, clinical",North Jacob,"(Decimal('45.1327545'), Decimal('54.212660'))",2006-01-13 11:16:06.532580,Kramer-Stark,41
Edward Palmer,BSZ 011,OliveDrab,Armed forces operational officer,Alvaradohaven,"(Decimal('78.356977'), Decimal('-75.439164'))",2012-06-15 07:35:25.326528,Brown-Torres,20
Carolyn Lee,73S 3829,MediumTurquoise,"Therapist, drama",South Jay,"(Decimal('53.764548'), Decimal('86.167782'))",2016-02-21 11:30:14.583324,Pearson-Johnson,35
Helen Santiago,3G875,PaleGoldenRod,Trade mark attorney,South Danielstad,"(Decimal('-61.391236'), Decimal('138.242245'))",2010-12-17 04:21:04.007425,Edwards Group,15
Tara Hunt,635L4,Aqua,Office manager,South Jenniferton,"(Decimal('51.1411665'), Decimal('-20.362774'))",2024-08-27 21:33:28.111773,Phelps Inc,40
David Wright,691 FVA,PeachPuff,Marine scientist,Santiagoburgh,"(Decimal('-45.692250'), Decimal('-174.736781'))",2000-06-21 11:10:37.619854,Davis and Sons,26
Thomas Brown,5-U2011,MediumSeaGreen,Landscape architect,South Nicholashaven,"(Decimal('-53.1038725'), Decimal('105.637490'))",2000-05-18 07:22:30.665442,Ray-Hancock,14
Stephanie Hart,928-WJP,Gray,Community pharmacist,New Susanmouth,"(Decimal('23.923367'), Decimal('126.202681'))",2024-05-24 09:24:05.829331,Norris-Ross,28
Jason Atkinson,8-79234,SkyBlue,"Producer, television/film/video",East Kristin,"(Decimal('-8.401785'), Decimal('144.905878'))",2008-09-11 09:46:00.938050,Robinson LLC,34
Barbara Levine MD,9140,Chocolate,Print production planner,Phillipsburgh,"(Decimal('-88.096959'), Decimal('-160.330406'))",2000-07-14 01:47:06.515997,Alexander LLC,36
Chris Clark,WJK 909,LimeGreen,Licensed conveyancer,South Allisonberg,"(Decimal('-43.9471845'), Decimal('-22.311515'))",2023-08-08 07:18:33.931684,"Leon, Baker and Eaton",39
Nicholas Johnson,KUX 405,Gold,Broadcast engineer,Andreamouth,"(Decimal('-72.193565'), Decimal('23.053693'))",2013-11-18 05:37:40.882436,"Hopkins, Lee and West",18
Peter Smith,ZHM 970,YellowGreen,Environmental health practitioner,Reginabury,"(Decimal('73.731607'), Decimal('-157.709985'))",2018-12-12 23:57:01.703607,"Thomas, Johnson and Green",12
Ashley Stark,IAK-3889,DarkSlateBlue,Trading standards officer,Port Christinachester,"(Decimal('-14.7590335'), Decimal('55.279141'))",1999-02-09 20:03:11.833178,"Martin, Jacobs and Lee",81
Rachael Sanchez,TXR-8842,LightGray,Music tutor,Colinfort,"(Decimal('9.575216'), Decimal('-141.142921'))",2024-06-03 13:28:03.227995,Tate-Morton,84
Kyle Thompson,8167 NW,Lime,Radiation protection practitioner,Jaclynbury,"(Decimal('-14.022667'), Decimal('-69.593199'))",1997-08-21 00:32:45.833925,"Villegas, Fernandez and Jones",38
Lisa Sanchez,C73 9CP,HotPink,Risk manager,South Traci,"(Decimal('-20.7538865'), Decimal('22.796777'))",2011-12-04 16:11:15.796837,Allen Ltd,18
Brittany Adams,X 059685,DarkTurquoise,"Geologist, wellsite",North Alisonborough,"(Decimal('-14.062984'), Decimal('-170.634608'))",2002-08-03 12:10:24.449090,Lopez Ltd,24
Rebecca Kelly,8UF32,Olive,Insurance claims handler,Hernandezmouth,"(Decimal('-5.7752115'), Decimal('152.899782'))",2011-11-05 23:11:15.132403,"Mitchell, Lewis and Smith",12
Amy Gardner,4FS55,Teal,Arts administrator,New Johnfort,"(Decimal('-78.6652865'), Decimal('-73.752307'))",2025-03-09 08:58:06.454781,Spence LLC,14
Katherine Shaw,70-W755,DarkMagenta,Toxicologist,South Bryan,"(Decimal('3.899637'), Decimal('73.280553'))",2002-03-04 07:39:18.959850,"Schneider, Salas and Alvarado",29
Michael Pineda,0D 85448,LimeGreen,Medical laboratory scientific officer,New Melissa,"(Decimal('-24.084666'), Decimal('-160.258951'))",2019-01-18 11:35:04.907754,Webb Group,20
Andrea Schneider,305-LVE,DarkMagenta,Optometrist,New Kathleen,"(Decimal('-48.8580465'), Decimal('-123.649768'))",2006-08-03 00:21:00.526176,"Coleman, Ferguson and Mata",22
Brittany Thornton,91-39318,DarkViolet,Retail buyer,Sweeneytown,"(Decimal('-37.5250565'), Decimal('-116.367905'))",2008-03-13 17:29:41.846451,Friedman-James,21
Pamela Watts,12C•648,Wheat,Insurance broker,South Chadtown,"(Decimal('78.4865905'), Decimal('-116.733366'))",2023-03-01 11:38:46.120558,"Baxter, Benton and Campbell",26
Jennifer Pierce,7HG 506,Bisque,Actuary,East Scott,"(Decimal('-65.290468'), Decimal('-4.109659'))",2023-12-13 20:57:16.816873,White-Sanchez,13
Krystal Hampton,17E•443,PowderBlue,"Scientist, marine",Port Larryton,"(Decimal('-34.320280'), Decimal('75.612884'))",2012-06-07 03:34:23.677419,Morton and Sons,29
Kenneth Hernandez,738-923,MediumOrchid,Housing manager/officer,Michaelbury,"(Decimal('30.8169395'), Decimal('3.086193'))",2024-02-11 13:21:31.864554,Murphy PLC,16
Richard Gilmore,3GH3674,Wheat,"Engineer, mining",South Ashley,"(Decimal('-3.308497'), Decimal('-155.351975'))",2011-12-29 23:18:07.604804,Davis Group,20
Henry Mooney,TN3 H6C,MediumSpringGreen,Cabin crew,Moyerborough,"(Decimal('-78.592011'), Decimal('101.239761'))",,,22
Jose Herrera,RCS 656,HotPink,Insurance broker,West Jessicaside,"(Decimal('-29.4300195'), Decimal('83.197444'))",2007-10-27 02:48:15.214496,West-Bennett,22
Sophia Ortiz,361-ROE,SlateGray,Aeronautical engineer,Lake Charles,"(Decimal('65.569030'), Decimal('-21.547189'))",1996-12-18 05:46:36.342898,Fletcher-Rivas,39
Janice Jackson,252NV,DarkSeaGreen,Counselling psychologist,Williamtown,"(Decimal('42.6252355'), Decimal('131.243709'))",2015-05-13 13:56:48.140563,Poole-Weeks,32
Shane Olson,6XY 935,Thistle,Licensed conveyancer,Paulhaven,"(Decimal('-81.3045035'), Decimal('89.398888'))",1996-11-07 07:52:23.807020,"Bennett, Brock and Erickson",24
Donna Boyd,180 CNZ,BlueViolet,Metallurgist,Jarvistown,"(Decimal('3.9501525'), Decimal('-97.865654'))",2004-04-07 02:34:35.925711,Watson-Durham,27
Jesse Castro,LRV 315,DodgerBlue,"Accountant, chartered certified",North Troytown,"(Decimal('-66.930752'), Decimal('113.081538'))",2020-01-24 13:57:23.496778,Bowman and Sons,15
Jeffrey Horn,GUY 146,FireBrick,"Pharmacist, community",Teresaland,"(Decimal('-4.1984105'), Decimal('-176.216753'))",2013-07-11 09:16:37.928577,Higgins Inc,29
Andre Harris,JQV 125,Silver,Insurance account manager,Lake Jamesland,"(Decimal('54.895085'), Decimal('-53.618926'))",2018-09-04 23:51:43.438000,Olson Inc,39
Brandon Hill,MAV 057,OrangeRed,Archivist,Hernandezborough,"(Decimal('-17.0506945'), Decimal('134.400864'))",2006-09-28 04:18:10.159999,White LLC,35
Alicia King,4181,Moccasin,Housing manager/officer,Port Christinefort,"(Decimal('27.5141305'), Decimal('-40.982883'))",2021-09-12 00:47:36.726023,"Sharp, Delacruz and Gray",31
Christopher Adams,223-TDN,AntiqueWhite,Paramedic,Burkeport,"(Decimal('35.966296'), Decimal('83.717402'))",2010-07-24 04:06:26.548312,"Chavez, West and Webb",19
Justin Martinez,—,MediumSlateBlue,Television/film/video producer,West Monicaberg,"(Decimal('64.485268'), Decimal('159.064021'))",2006-07-17 20:31:06.664666,"Miller, Hansen and Anderson",12
Kevin Richardson,FPJ-0646,LemonChiffon,Mining engineer,Port Ashley,"(Decimal('27.892214'), Decimal('3.883311'))",1995-07-13 15:31:20.938876,"Mason, Berry and Mcintyre",28
Scott Cox,978T0,Navy,Animator,South Jasonland,"(Decimal('18.923204'), Decimal('57.468929'))",2018-07-23 14:01:15.171402,"Sparks, Pearson and Gonzalez",23
Mary Taylor,4-82423A,Coral,Ophthalmologist,Riceville,"(Decimal('-15.7625505'), Decimal('-108.867817'))",2004-10-11 17:59:33.213350,Hall-Thomas,12
John Santiago,59N H96,DarkTurquoise,Metallurgist,Lake Timothymouth,"(Decimal('-1.971340'), Decimal('-137.377051'))",2003-05-01 21:11:29.879138,Faulkner-Salazar,42
Tammie Woods,HXB3783,Orchid,Investment analyst,Smithstad,"(Decimal('-44.7303695'), Decimal('-74.937152'))",2010-03-07 14:13:45.196406,"Garza, Harrington and Norris",20
Suzanne Nunez,5V616,PaleTurquoise,"Therapist, horticultural",New Dominic,"(Decimal('17.149257'), Decimal('52.783423'))",2015-11-15 11:20:45.537521,Brown-Williamson,12
Scott Mercado,221 TFE,Lime,Recycling officer,Pattersonville,"(Decimal('-61.175049'), Decimal('-157.015571'))",1995-10-22 01:44:31.929541,Alvarez Ltd,23
Tyler Ward,823 2069,GhostWhite,Software engineer,South Erikaview,"(Decimal('35.061286'), Decimal('-165.060877'))",2000-04-06 21:18:11.706133,Mcclure-Morales,34
Marcus Jones,679VB,MidnightBlue,"Buyer, retail",North Lisa,"(Decimal('27.6314425'), Decimal('-18.981663'))",2008-07-11 02:54:41.775032,Campos Ltd,20
Toni Taylor,904V3,Black,Architectural technologist,Ariasland,"(Decimal('-76.278500'), Decimal('38.360871'))",1999-02-17 03:26:05.155184,Schmidt-Dixon,25
Brandon Smith,3JA11,Khaki,Estate manager/land agent,Portertown,"(Decimal('-54.752157'), Decimal('165.121178'))",2010-05-24 00:47:05.937250,Phillips-Robles,33
Philip Leblanc,856584,LightPink,"Solicitor, Scotland",East Veronicahaven,"(Decimal('11.060171'), Decimal('-177.872857'))",2004-05-22 13:21:47.531650,Mccarthy-Watson,22
Ryan Garcia,706-277,Blue,Retail banker,North Janiceside,"(Decimal('54.8213975'), Decimal('35.135344'))",2021-04-21 20:57:10.211796,Jones PLC,34
Dana Newman,R72-SHE,DimGray,Art gallery manager,Micheleport,"(Decimal('28.2755455'), Decimal('-35.557695'))",2013-12-01 07:20:21.189261,Murillo Group,72
Sharon Robinson,6MB 506,Black,Forensic scientist,Youngview,"(Decimal('-70.799331'), Decimal('142.966521'))",2002-08-18 10:59:25.715115,"Anderson, Gibbs and George",25
Andrew Valencia,LQM 283,PaleTurquoise,Architectural technologist,West Daniel,"(Decimal('35.443410'), Decimal('-55.664424'))",2021-09-01 18:23:32.343912,Chavez Ltd,37
Justin Alexander,STZ 595,BlueViolet,Armed forces logistics/support/administrative officer,Lake Clintonshire,"(Decimal('29.938708'), Decimal('-58.690009'))",2013-03-23 20:11:06.200603,Martin-Chan,32
Diamond Wilcox,847984,ForestGreen,Database administrator,Thomasstad,"(Decimal('-73.8536245'), Decimal('-100.096206'))",2009-05-10 12:27:36.555981,Gonzales-Huff,12
Nathan Moore,6M B8903,Cornsilk,Architectural technologist,South Anna,"(Decimal('31.9328105'), Decimal('142.616375'))",2007-06-06 14:44:37.277267,"Hutchinson, Burns and King",39
Jamie Dodson,7GN 346,LightPink,Furniture conservator/restorer,Lake Luis,"(Decimal('86.727081'), Decimal('140.363209'))",1997-12-16 07:14:16.229074,Wall and Sons,16
Dustin Blair,NA-7597,MediumPurple,Cytogeneticist,Whitechester,"(Decimal('-49.388637'), Decimal('-84.862734'))",2014-01-30 14:46:02.438567,"Roth, Jackson and Johnson",19
Michelle Thomas,525 4245,Silver,"Designer, exhibition/display",South Tony,"(Decimal('17.101719'), Decimal('-47.221549'))",2007-02-02 06:52:29.658715,Burgess LLC,15
Mark Macias,8928 WF,Orange,"Teacher, primary school",South Kevinberg,"(Decimal('63.101345'), Decimal('-162.918274'))",2011-08-22 02:12:52.314337,Stone Group,35
Dalton Bell,8IT 632,DarkMagenta,Regulatory affairs officer,Port Adam,"(Decimal('57.174159'), Decimal('-163.094427'))",2018-03-11 11:46:07.499016,"Lewis, Byrd and Haley",17
Richard Webb,HBR 804,MediumOrchid,Drilling engineer,West Peter,"(Decimal('-9.121386'), Decimal('-3.064267'))",2020-11-02 20:07:10.180049,"Mills, Quinn and Marquez",38
Brandon Long,IOY 230,Coral,Land/geomatics surveyor,East Jill,"(Decimal('60.105539'), Decimal('164.295226'))",2002-06-30 17:49:18.064854,"Gibson, Paul and Pearson",34
Joseph Santos,8Y UP802,DarkViolet,Wellsite geologist,Johnsonton,"(Decimal('-60.0763685'), Decimal('35.549556'))",2007-08-15 01:39:29.463919,Mitchell-Robbins,18
Yesenia Martinez,071-052,Chartreuse,Actor,New Juliaview,"(Decimal('61.982094'), Decimal('-139.915095'))",1996-03-18 05:43:25.136234,"Murphy, Stewart and Rivera",21
George Garcia,92H G87,MediumOrchid,"Geologist, engineering",Katiefort,"(Decimal('-23.5188715'), Decimal('63.915030'))",1995-09-18 01:20:22.805602,Fuentes-Williams,24
Mark Morgan,EHM 379,Thistle,,North Lindaburgh,"(Decimal('48.7075535'), Decimal('-70.712530'))",2003-12-03 05:20:19.314144,"Whitehead, Todd and Carroll",43
Chad Weeks,RWW-5804,Olive,Research scientist (maths),Jonesmouth,"(Decimal('35.0396195'), Decimal('-102.448469'))",2011-10-06 01:52:42.362506,Conner Inc,30
Ronald Sherman,,HoneyDew,Commercial art gallery manager,Wendyland,"(Decimal('61.7963765'), Decimal('-44.272157'))",2004-12-31 14:08:36.376794,Payne-Burns,32
Felicia Guzman,BTW 915,OldLace,Volunteer coordinator,South Victoria,"(Decimal('51.373035'), Decimal('-135.264590'))",2013-12-11 05:14:30.569063,Rivera Group,28
Susan Long,1AR 736,YellowGreen,Mechanical engineer,West Nicholas,"(Decimal('-88.996036'), Decimal('-0.903936'))",2017-05-27 07:19:47.636408,"Campbell, Underwood and Allen",25
Marie Mendoza,580-ZVN,LightBlue,"Research officer, government",Wilsonmouth,"(Decimal('-18.887492'), Decimal('62.638527'))",1999-11-22 21:58:46.644874,Wood-Guerrero,41
Kristen Hansen,2LZ0066,Magenta,Site engineer,Amberhaven,"(Decimal('-57.946209'), Decimal('-115.716496'))",1999-05-12 10:17:47.582317,"Nelson, Reed and Bowen",34
